-0.223,-0.134,3.707,1.000,4.000,0.200,0.010,5.000
-0.028,-0.171,3.833,1.000,4.000,0.200,0.010,5.000
0.170,-0.197,4.006,1.000,4.000,0.200,0.010,5.000
0.369,-0.213,4.209,1.000,4.000,0.200,0.010,5.000
0.567,-0.224,4.389,1.000,4.000,0.200,0.010,5.000
0.767,-0.232,4.551,1.000,4.000,0.200,0.010,0.000
0.965,-0.239,4.696,1.000,4.000,0.200,0.010,0.000
1.164,-0.247,4.828,1.000,4.000,0.200,0.010,0.000
1.363,-0.255,4.947,1.000,4.000,0.200,0.010,0.000
1.562,-0.264,5.055,1.000,4.000,0.200,0.010,0.000
1.761,-0.272,5.154,1.000,4.000,0.200,0.010,0.000
1.960,-0.281,5.244,1.000,4.000,0.200,0.010,0.000
2.159,-0.289,5.326,1.000,4.000,0.200,0.010,0.000
2.358,-0.296,5.402,1.000,4.000,0.200,0.010,0.000
2.557,-0.303,5.471,1.000,4.000,0.200,0.010,0.000
2.756,-0.309,5.535,1.000,4.000,0.200,0.010,0.000
2.955,-0.314,5.593,1.000,4.000,0.200,0.010,0.000
3.154,-0.318,5.647,1.000,4.000,0.200,0.010,0.000
3.353,-0.322,5.697,1.000,4.000,0.200,0.010,0.000
3.552,-0.324,5.743,1.000,4.000,0.200,0.010,0.000
3.751,-0.324,5.786,1.000,4.000,0.200,0.010,0.000
3.951,-0.323,5.825,1.000,4.000,0.200,0.010,0.000
4.149,-0.319,5.861,1.000,4.000,0.200,0.010,0.000
4.349,-0.309,5.764,1.000,4.000,0.200,0.010,0.000
4.547,-0.291,5.515,1.000,4.000,0.200,0.010,0.000
4.744,-0.264,5.304,1.000,1.500,0.400,0.050,1.000
4.940,-0.226,5.117,1.000,1.500,0.400,0.050,1.000
5.132,-0.175,4.947,1.000,1.500,0.400,0.050,1.000
5.321,-0.111,4.774,1.000,1.500,0.400,0.050,1.000
5.504,-0.032,4.615,1.000,1.500,0.400,0.050,1.000
5.680,0.060,4.479,1.000,1.500,0.400,0.050,1.000
5.848,0.167,4.365,1.000,1.500,0.400,0.050,1.000
6.008,0.287,4.278,1.000,1.500,0.400,0.050,1.000
6.156,0.419,4.210,1.000,1.500,0.400,0.050,1.000
6.292,0.563,4.153,1.000,1.500,0.400,0.050,1.000
6.416,0.719,4.101,1.000,1.500,0.400,0.050,1.000
6.527,0.885,4.069,1.000,1.500,0.400,0.050,1.000
6.624,1.058,4.120,1.000,1.500,0.400,0.050,1.000
6.713,1.235,4.274,1.000,1.500,0.400,0.050,1.000
6.795,1.416,4.447,1.000,1.500,0.400,0.050,1.000
6.870,1.600,4.583,1.000,1.500,0.400,0.050,1.000
6.935,1.787,4.637,1.000,1.500,0.400,0.050,1.000
6.991,1.979,4.654,1.000,1.500,0.400,0.050,1.000
7.037,2.174,4.660,1.000,1.500,0.400,0.050,1.000
7.071,2.368,4.669,1.000,1.500,0.400,0.050,1.000
7.096,2.567,4.703,1.000,4.000,0.200,0.010,2.000
7.112,2.765,4.764,1.000,4.000,0.200,0.010,2.000
7.121,2.964,4.860,1.000,4.000,0.200,0.010,2.000
7.125,3.164,4.976,1.000,4.000,0.200,0.010,2.000
7.125,3.362,5.082,1.000,4.000,0.200,0.010,2.000
7.124,3.562,5.178,1.000,4.000,0.200,0.010,2.000
7.123,3.761,5.266,1.000,4.000,0.200,0.010,2.000
7.123,3.960,5.347,1.000,4.000,0.200,0.010,2.000
7.123,4.159,5.420,1.000,4.000,0.200,0.010,2.000
7.123,4.358,5.488,1.000,4.000,0.200,0.010,2.000
7.124,4.558,5.551,1.000,4.000,0.200,0.010,2.000
7.125,4.757,5.608,1.000,4.000,0.200,0.010,2.000
7.125,4.956,5.661,1.000,4.000,0.200,0.010,2.000
7.125,5.155,5.710,1.000,4.000,0.200,0.010,2.000
7.125,5.354,5.755,1.000,4.000,0.200,0.010,2.000
7.125,5.553,5.796,1.000,4.000,0.200,0.010,2.000
7.125,5.752,5.835,1.000,4.000,0.200,0.010,2.000
7.125,5.952,5.870,1.000,4.000,0.200,0.010,2.000
7.125,6.151,5.903,1.000,4.000,0.200,0.010,2.000
7.125,6.350,5.933,1.000,4.000,0.200,0.010,2.000
7.125,6.550,5.961,1.000,4.000,0.200,0.010,2.000
7.125,6.748,5.987,1.000,4.000,0.200,0.010,2.000
7.125,6.948,6.011,1.000,4.000,0.200,0.010,2.000
7.125,7.147,6.034,1.000,4.000,0.200,0.010,2.000
7.125,7.346,5.511,1.000,4.000,0.200,0.010,2.000
7.124,7.546,4.894,1.000,1.000,0.400,0.050,3.000
7.123,7.744,4.242,1.000,1.000,0.400,0.050,3.000
7.122,7.943,3.622,1.000,1.000,0.400,0.050,3.000
7.115,8.143,3.211,1.000,1.000,0.400,0.050,3.000
7.088,8.339,3.016,1.000,1.000,0.400,0.050,3.000
7.028,8.527,2.916,1.000,1.000,0.400,0.050,3.000
6.929,8.700,2.813,1.000,1.000,0.400,0.050,3.000
6.800,8.851,2.872,1.000,1.000,0.400,0.050,3.000
6.645,8.976,2.936,1.000,1.000,0.400,0.050,3.000
6.471,9.072,2.966,1.000,1.000,0.400,0.050,3.000
6.283,9.135,2.974,1.000,1.000,0.400,0.050,3.000
6.086,9.161,2.946,1.000,1.000,0.400,0.050,3.000
5.888,9.147,2.886,1.000,1.000,0.400,0.050,3.000
5.698,9.090,2.790,1.000,1.000,0.400,0.050,3.000
5.523,8.996,2.734,1.000,1.000,0.400,0.050,3.000
5.360,8.881,3.106,1.000,1.000,0.400,0.050,3.000
5.203,8.759,3.430,1.000,1.000,0.400,0.050,3.000
5.048,8.634,3.705,1.000,1.000,0.400,0.050,3.000
4.896,8.506,3.945,1.000,4.000,0.200,0.010,4.000
4.746,8.373,4.155,1.000,4.000,0.200,0.010,4.000
4.602,8.237,4.341,1.000,4.000,0.200,0.010,4.000
4.460,8.096,4.508,1.000,4.000,0.200,0.010,4.000
4.322,7.953,4.658,1.000,4.000,0.200,0.010,4.000
4.186,7.807,4.793,1.000,4.000,0.200,0.010,4.000
4.052,7.660,4.915,1.000,4.000,0.200,0.010,4.000
3.918,7.512,5.026,1.000,4.000,0.200,0.010,4.000
3.785,7.365,5.127,1.000,4.000,0.200,0.010,4.000
3.651,7.217,5.219,1.000,4.000,0.200,0.010,4.000
3.516,7.070,5.304,1.000,4.000,0.200,0.010,4.000
3.382,6.924,5.381,1.000,4.000,0.200,0.010,4.000
3.246,6.778,5.452,1.000,4.000,0.200,0.010,4.000
3.109,6.634,5.518,1.000,4.000,0.200,0.010,4.000
2.971,6.491,5.578,1.000,4.000,0.200,0.010,4.000
2.831,6.348,5.633,1.000,4.000,0.200,0.010,4.000
2.691,6.207,5.684,1.000,4.000,0.200,0.010,4.000
2.550,6.067,5.731,1.000,4.000,0.200,0.010,4.000
2.407,5.927,5.774,1.000,4.000,0.200,0.010,4.000
2.265,5.789,5.814,1.000,4.000,0.200,0.010,4.000
2.121,5.651,5.851,1.000,4.000,0.200,0.010,4.000
1.977,5.514,5.885,1.000,4.000,0.200,0.010,4.000
1.832,5.378,5.917,1.000,4.000,0.200,0.010,4.000
1.686,5.242,5.946,1.000,4.000,0.200,0.010,4.000
1.540,5.107,5.973,1.000,4.000,0.200,0.010,4.000
1.393,4.973,5.999,1.000,4.000,0.200,0.010,4.000
1.245,4.841,6.022,1.000,4.000,0.200,0.010,4.000
1.095,4.711,6.043,1.000,4.000,0.200,0.010,4.000
0.940,4.584,6.011,1.000,4.000,0.200,0.010,4.000
0.783,4.463,5.918,1.000,4.000,0.200,0.010,4.000
0.620,4.347,5.812,1.000,4.000,0.200,0.010,4.000
0.454,4.237,5.727,1.000,4.000,0.200,0.010,4.000
0.285,4.131,5.744,1.000,4.000,0.200,0.010,4.000
0.115,4.028,5.787,1.000,4.000,0.200,0.010,4.000
-0.055,3.924,5.826,1.000,4.000,0.200,0.010,4.000
-0.223,3.818,5.862,1.000,4.000,0.200,0.010,4.000
-0.389,3.707,5.719,1.000,4.000,0.200,0.010,4.000
-0.550,3.589,5.489,1.000,1.500,0.350,0.010,5.000
-0.704,3.463,5.295,1.000,1.500,0.350,0.010,5.000
-0.851,3.328,5.117,1.000,1.500,0.350,0.010,5.000
-0.988,3.185,4.948,1.000,1.500,0.350,0.010,5.000
-1.115,3.030,4.772,1.000,1.500,0.350,0.010,5.000
-1.230,2.868,4.630,1.000,1.500,0.350,0.010,5.000
-1.333,2.698,4.514,1.000,1.500,0.350,0.010,5.000
-1.423,2.519,4.427,1.000,1.500,0.350,0.010,5.000
-1.499,2.336,4.366,1.000,1.500,0.350,0.010,5.000
-1.561,2.148,4.312,1.000,1.500,0.350,0.010,5.000
-1.607,1.953,4.227,1.000,1.500,0.350,0.010,5.000
-1.635,1.756,4.119,1.000,1.500,0.350,0.010,5.000
-1.643,1.558,4.001,1.000,1.500,0.350,0.010,5.000
-1.629,1.360,3.880,1.000,1.500,0.350,0.010,5.000
-1.592,1.165,3.756,1.000,1.500,0.350,0.010,5.000
-1.532,0.976,3.631,1.000,1.500,0.350,0.010,5.000
-1.453,0.795,3.652,1.000,1.500,0.350,0.010,5.000
-1.353,0.624,3.657,1.000,1.500,0.350,0.010,5.000
-1.234,0.462,3.644,1.000,1.500,0.350,0.010,5.000
-1.098,0.317,3.610,1.000,1.500,0.350,0.010,5.000
-0.946,0.189,3.578,1.000,1.500,0.350,0.010,5.000
-0.779,0.079,3.568,1.000,1.500,0.350,0.010,5.000
-0.601,-0.011,3.573,1.000,1.500,0.350,0.010,5.000
-0.415,-0.081,3.618,1.000,1.500,0.350,0.010,5.000
-0.223,-0.134,3.707,1.000,1.500,0.350,0.010,5.000
