-0.118,-0.055,3.607,2.000,0.200,0.010,5.000
0.070,-0.119,3.727,2.000,0.200,0.010,5.000
0.262,-0.173,3.830,2.000,0.200,0.010,5.000
0.457,-0.218,3.923,2.000,0.200,0.010,5.000
0.653,-0.253,4.008,2.000,0.200,0.010,5.000
0.851,-0.280,4.094,2.000,0.200,0.010,0.000
1.050,-0.300,4.182,2.000,0.200,0.010,0.000
1.248,-0.313,4.278,2.000,0.200,0.010,0.000
1.449,-0.320,4.386,2.000,0.200,0.010,0.000
1.648,-0.324,4.508,2.000,0.200,0.010,0.000
1.848,-0.325,4.645,2.000,0.200,0.010,0.000
2.047,-0.325,4.782,2.000,0.200,0.010,0.000
2.247,-0.324,4.905,2.000,0.200,0.010,0.000
2.447,-0.323,5.017,2.000,0.200,0.010,0.000
2.646,-0.322,5.120,2.000,0.200,0.010,0.000
2.846,-0.322,5.213,2.000,0.200,0.010,0.000
3.046,-0.322,5.298,2.000,0.200,0.010,0.000
3.245,-0.323,5.376,2.000,0.200,0.010,0.000
3.445,-0.324,5.448,2.000,0.200,0.010,0.000
3.645,-0.325,5.514,2.000,0.200,0.010,0.000
3.844,-0.324,5.569,2.000,0.200,0.010,0.000
4.044,-0.319,5.542,2.000,0.200,0.010,0.000
4.243,-0.308,5.447,2.000,0.200,0.010,0.000
4.442,-0.287,5.302,2.000,0.200,0.010,0.000
4.639,-0.257,5.137,2.000,0.200,0.010,0.000
4.834,-0.215,4.968,1.500,0.350,0.010,1.000
5.027,-0.160,4.805,1.500,0.350,0.010,1.000
5.215,-0.094,4.669,1.500,0.350,0.010,1.000
5.398,-0.018,4.560,1.500,0.350,0.010,1.000
5.579,0.071,4.478,1.500,0.350,0.010,1.000
5.753,0.168,4.442,1.500,0.350,0.010,1.000
5.921,0.275,4.360,1.500,0.350,0.010,1.000
6.082,0.391,4.177,1.500,0.350,0.010,1.000
6.233,0.521,4.038,1.500,0.350,0.010,1.000
6.371,0.665,3.894,1.500,0.350,0.010,1.000
6.495,0.821,3.793,1.500,0.350,0.010,1.000
6.605,0.987,3.757,1.500,0.350,0.010,1.000
6.703,1.162,3.774,1.500,0.350,0.010,1.000
6.789,1.341,3.828,1.500,0.350,0.010,1.000
6.865,1.525,3.890,1.500,0.350,0.010,1.000
6.930,1.714,3.948,1.500,0.350,0.010,1.000
6.985,1.906,3.998,1.500,0.350,0.010,1.000
7.030,2.100,4.044,1.500,0.350,0.010,1.000
7.065,2.297,4.093,1.500,0.350,0.010,1.000
7.091,2.495,4.148,2.000,0.200,0.010,2.000
7.108,2.693,4.214,2.000,0.200,0.010,2.000
7.118,2.893,4.298,2.000,0.200,0.010,2.000
7.123,3.093,4.402,2.000,0.200,0.010,2.000
7.125,3.292,4.531,2.000,0.200,0.010,2.000
7.125,3.492,4.678,2.000,0.200,0.010,2.000
7.124,3.691,4.812,2.000,0.200,0.010,2.000
7.124,3.891,4.932,2.000,0.200,0.010,2.000
7.124,4.091,5.042,2.000,0.200,0.010,2.000
7.124,4.290,5.142,2.000,0.200,0.010,2.000
7.124,4.490,5.233,2.000,0.200,0.010,2.000
7.125,4.690,5.317,2.000,0.200,0.010,2.000
7.125,4.890,5.393,2.000,0.200,0.010,2.000
7.125,5.089,5.464,2.000,0.200,0.010,2.000
7.125,5.289,5.528,2.000,0.200,0.010,2.000
7.125,5.488,5.587,2.000,0.200,0.010,2.000
7.124,5.688,5.642,2.000,0.200,0.010,2.000
7.124,5.888,5.692,2.000,0.200,0.010,2.000
7.124,6.088,5.739,2.000,0.200,0.010,2.000
7.124,6.287,5.782,2.000,0.200,0.010,2.000
7.123,6.488,5.821,2.000,0.200,0.010,2.000
7.122,6.687,5.858,2.000,0.200,0.010,2.000
7.122,6.887,5.719,2.000,0.200,0.010,2.000
7.121,7.087,5.270,2.000,0.200,0.010,2.000
7.121,7.286,4.824,2.000,0.200,0.010,2.000
7.123,7.486,4.350,1.000,0.300,0.010,3.000
7.125,7.685,3.866,1.000,0.300,0.010,3.000
7.125,7.885,3.491,1.000,0.300,0.010,3.000
7.114,8.085,3.245,1.000,0.300,0.010,3.000
7.082,8.281,3.115,1.000,0.300,0.010,3.000
7.020,8.469,3.012,1.000,0.300,0.010,3.000
6.926,8.646,2.905,1.000,0.300,0.010,3.000
6.805,8.804,2.880,1.000,0.300,0.010,3.000
6.660,8.940,2.847,1.000,0.300,0.010,3.000
6.492,9.047,2.794,1.000,0.300,0.010,3.000
6.307,9.121,2.744,1.000,0.300,0.010,3.000
6.112,9.159,2.705,1.000,0.300,0.010,3.000
5.913,9.157,2.653,1.000,0.300,0.010,3.000
5.720,9.111,2.580,1.000,0.300,0.010,3.000
5.539,9.024,2.539,1.000,0.300,0.010,3.000
5.379,8.906,2.572,1.000,0.300,0.010,3.000
5.230,8.774,2.862,1.000,0.300,0.010,3.000
5.083,8.637,3.226,1.000,0.300,0.010,3.000
4.939,8.501,3.532,2.000,0.200,0.010,4.000
4.794,8.363,3.794,2.000,0.200,0.010,4.000
4.651,8.223,4.023,2.000,0.200,0.010,4.000
4.510,8.082,4.219,2.000,0.200,0.010,4.000
4.371,7.938,4.388,2.000,0.200,0.010,4.000
4.234,7.793,4.537,2.000,0.200,0.010,4.000
4.098,7.646,4.679,2.000,0.200,0.010,4.000
3.964,7.498,4.812,2.000,0.200,0.010,4.000
3.830,7.349,4.933,2.000,0.200,0.010,4.000
3.697,7.202,5.042,2.000,0.200,0.010,4.000
3.563,7.053,5.142,2.000,0.200,0.010,4.000
3.429,6.906,5.234,2.000,0.200,0.010,4.000
3.293,6.760,5.312,2.000,0.200,0.010,4.000
3.155,6.615,5.372,2.000,0.200,0.010,4.000
3.017,6.472,5.422,2.000,0.200,0.010,4.000
2.876,6.330,5.463,2.000,0.200,0.010,4.000
2.734,6.190,5.499,2.000,0.200,0.010,4.000
2.590,6.052,5.529,2.000,0.200,0.010,4.000
2.444,5.916,5.553,2.000,0.200,0.010,4.000
2.296,5.781,5.572,2.000,0.200,0.010,4.000
2.147,5.649,5.584,2.000,0.200,0.010,4.000
1.995,5.519,5.588,2.000,0.200,0.010,4.000
1.842,5.392,5.588,2.000,0.200,0.010,4.000
1.687,5.267,5.603,2.000,0.200,0.010,4.000
1.530,5.143,5.633,2.000,0.200,0.010,4.000
1.373,5.021,5.678,2.000,0.200,0.010,4.000
1.215,4.899,5.726,2.000,0.200,0.010,4.000
1.056,4.778,5.769,2.000,0.200,0.010,4.000
0.896,4.660,5.780,2.000,0.200,0.010,4.000
0.733,4.542,5.775,2.000,0.200,0.010,4.000
0.570,4.428,5.759,2.000,0.200,0.010,4.000
0.404,4.316,5.750,2.000,0.200,0.010,4.000
0.238,4.206,5.764,2.000,0.200,0.010,4.000
0.071,4.096,5.805,2.000,0.200,0.010,4.000
-0.095,3.985,5.702,2.000,0.200,0.010,4.000
-0.258,3.869,5.414,2.000,0.200,0.010,4.000
-0.416,3.749,5.181,2.000,0.200,0.010,4.000
-0.570,3.620,4.982,1.500,0.350,0.010,5.000
-0.715,3.483,4.810,1.500,0.350,0.010,5.000
-0.851,3.336,4.650,1.500,0.350,0.010,5.000
-0.976,3.179,4.488,1.500,0.350,0.010,5.000
-1.087,3.016,4.337,1.500,0.350,0.010,5.000
-1.186,2.840,4.199,1.500,0.350,0.010,5.000
-1.270,2.658,4.091,1.500,0.350,0.010,5.000
-1.338,2.472,4.007,1.500,0.350,0.010,5.000
-1.393,2.281,3.950,1.500,0.350,0.010,5.000
-1.436,2.087,4.007,1.500,0.350,0.010,5.000
-1.471,1.891,3.699,1.500,0.350,0.010,5.000
-1.493,1.693,3.495,1.500,0.350,0.010,5.000
-1.495,1.494,3.379,1.500,0.350,0.010,5.000
-1.469,1.297,3.259,1.500,0.350,0.010,5.000
-1.415,1.105,3.167,1.500,0.350,0.010,5.000
-1.336,0.921,3.130,1.500,0.350,0.010,5.000
-1.233,0.749,3.133,1.500,0.350,0.010,5.000
-1.112,0.591,3.158,1.500,0.350,0.010,5.000
-0.974,0.448,3.202,1.500,0.350,0.010,5.000
-0.821,0.319,3.260,1.500,0.350,0.010,5.000
-0.657,0.205,3.328,1.500,0.350,0.010,5.000
-0.484,0.106,3.408,1.500,0.350,0.010,5.000
-0.304,0.020,3.501,1.500,0.350,0.010,5.000
-0.118,-0.055,3.607,1.500,0.350,0.010,5.000
