2.792,4.308,0.000,4.000,1.500,0.500,1.000
2.622,4.343,0.199,4.000,1.500,0.500,1.000
2.423,4.299,0.398,4.000,1.500,0.500,1.000
2.233,4.224,0.597,4.000,1.500,0.500,1.000
2.058,4.130,0.796,4.000,1.500,0.500,1.000
1.893,4.017,0.994,4.000,1.500,0.500,1.000
1.737,3.892,1.193,4.000,1.500,0.500,1.000
1.591,3.756,1.392,4.000,1.500,0.500,1.000
1.452,3.614,1.591,4.000,1.500,0.500,1.000
1.316,3.468,1.790,4.000,1.500,0.500,1.000
1.180,3.322,1.989,3.000,1.500,0.500,2.000
1.045,3.178,2.188,3.000,1.500,0.500,2.000
0.903,3.036,2.387,3.000,1.500,0.500,2.000
0.756,2.901,2.586,3.000,1.500,0.500,2.000
0.604,2.777,2.785,3.000,1.500,0.500,2.000
0.439,2.661,2.983,3.000,1.500,0.500,2.000
0.268,2.560,3.182,3.000,1.500,0.500,2.000
0.092,2.473,3.381,3.000,1.500,0.500,2.000
-0.089,2.395,3.580,3.000,1.500,0.500,2.000
-0.275,2.327,3.779,3.000,1.500,0.500,2.000
-0.465,2.269,3.978,3.000,1.500,0.500,2.000
-0.659,2.224,4.177,3.000,1.500,0.500,2.000
-0.857,2.192,4.376,3.000,1.500,0.500,2.000
-1.054,2.173,4.575,3.000,1.500,0.500,2.000
-1.252,2.168,4.774,3.000,1.500,0.500,2.000
-1.453,2.175,4.972,3.000,1.500,0.500,2.000
-1.650,2.193,5.171,3.000,1.500,0.500,2.000
-1.846,2.222,5.370,3.000,1.500,0.500,2.000
-2.043,2.260,5.569,3.000,1.500,0.500,2.000
-2.235,2.306,5.768,3.000,1.500,0.500,2.000
-2.428,2.358,5.967,3.000,1.500,0.500,2.000
-2.618,2.414,6.166,3.000,1.500,0.500,2.000
-2.809,2.474,6.365,3.000,1.500,0.500,2.000
-2.998,2.533,6.564,3.000,1.500,0.500,2.000
-3.189,2.592,6.763,3.000,1.500,0.500,2.000
-3.380,2.648,6.961,1.000,0.500,0.500,3.000
-3.572,2.699,7.160,1.000,0.500,0.500,3.000
-3.766,2.743,7.359,1.000,0.500,0.500,3.000
-3.962,2.779,7.558,1.000,0.500,0.500,3.000
-4.159,2.805,7.757,1.000,0.500,0.500,3.000
-4.358,2.819,7.956,1.000,0.500,0.500,3.000
-4.556,2.818,8.155,1.000,0.500,0.500,3.000
-4.755,2.802,8.354,1.000,0.500,0.500,3.000
-4.951,2.769,8.553,1.000,0.500,0.500,3.000
-5.143,2.717,8.752,1.000,0.500,0.500,3.000
-5.330,2.647,8.950,1.000,0.500,0.500,3.000
-5.507,2.558,9.149,1.000,0.500,0.500,3.000
-5.677,2.451,9.348,1.000,0.500,0.500,3.000
-5.832,2.327,9.547,1.000,0.500,0.500,3.000
-5.972,2.185,9.746,1.000,0.500,0.500,3.000
-6.091,2.024,9.945,1.000,0.500,0.500,3.000
-6.181,1.848,10.144,1.000,0.500,0.500,3.000
-6.231,1.656,10.343,1.000,0.500,0.500,3.000
-6.237,1.458,10.542,1.000,0.500,0.500,3.000
-6.251,1.297,10.740,1.000,0.500,0.500,3.000
-6.271,1.119,10.939,1.000,0.500,0.500,3.000
-6.200,0.929,11.138,1.000,0.500,0.500,3.000
-6.098,0.750,11.337,1.000,0.500,0.500,3.000
-5.982,0.590,11.536,4.000,1.500,0.500,0.000
-5.850,0.438,11.735,4.000,1.500,0.500,0.000
-5.706,0.299,11.934,4.000,1.500,0.500,0.000
-5.550,0.174,12.133,4.000,1.500,0.500,0.000
-5.386,0.064,12.332,4.000,1.500,0.500,0.000
-5.210,-0.030,12.531,4.000,1.500,0.500,0.000
-5.028,-0.107,12.729,4.000,1.500,0.500,0.000
-4.839,-0.170,12.928,4.000,1.500,0.500,0.000
-4.647,-0.220,13.127,4.000,1.500,0.500,0.000
-4.452,-0.260,13.326,4.000,1.500,0.500,0.000
-4.256,-0.294,13.525,4.000,1.500,0.500,0.000
-4.059,-0.323,13.724,4.000,1.500,0.500,0.000
-3.862,-0.349,13.923,4.000,1.500,0.500,0.000
-3.665,-0.373,14.122,4.000,1.500,0.500,0.000
-3.467,-0.396,14.321,4.000,1.500,0.500,0.000
-3.269,-0.418,14.520,4.000,1.500,0.500,0.000
-3.071,-0.438,14.718,4.000,1.500,0.500,0.000
-2.873,-0.456,14.917,4.000,1.500,0.500,0.000
-2.675,-0.473,15.116,4.000,1.500,0.500,0.000
-2.477,-0.489,15.315,4.000,1.500,0.500,0.000
-2.278,-0.503,15.514,4.000,1.500,0.500,0.000
-2.080,-0.516,15.713,4.000,1.500,0.500,0.000
-1.881,-0.528,15.912,4.000,1.500,0.500,0.000
-1.683,-0.539,16.111,4.000,1.500,0.500,0.000
-1.484,-0.549,16.310,4.000,1.500,0.500,0.000
-1.285,-0.558,16.509,4.000,1.500,0.500,0.000
-1.087,-0.566,16.707,4.000,1.500,0.500,0.000
-0.888,-0.573,16.906,4.000,1.500,0.500,0.000
-0.689,-0.579,17.105,4.000,1.500,0.500,0.000
-0.490,-0.585,17.304,4.000,1.500,0.500,0.000
-0.291,-0.590,17.503,4.000,1.500,0.500,0.000
-0.092,-0.594,17.702,4.000,1.500,0.500,0.000
0.106,-0.597,17.901,4.000,1.500,0.500,0.000
0.305,-0.598,18.100,4.000,1.500,0.500,0.000
0.504,-0.594,18.299,4.000,1.500,0.500,0.000
0.703,-0.585,18.498,1.000,0.500,0.500,1.000
0.901,-0.570,18.696,1.000,0.500,0.500,1.000
1.099,-0.546,18.895,1.000,0.500,0.500,1.000
1.295,-0.513,19.094,1.000,0.500,0.500,1.000
1.489,-0.470,19.293,1.000,0.500,0.500,1.000
1.680,-0.416,19.492,1.000,0.500,0.500,1.000
1.867,-0.349,19.691,1.000,0.500,0.500,1.000
2.050,-0.270,19.890,1.000,0.500,0.500,1.000
2.227,-0.180,20.089,1.000,0.500,0.500,1.000
2.400,-0.079,20.288,1.000,0.500,0.500,1.000
2.566,0.033,20.486,1.000,0.500,0.500,1.000
2.723,0.152,20.685,1.000,0.500,0.500,1.000
2.876,0.281,20.884,1.000,0.500,0.500,1.000
3.022,0.416,21.083,1.000,0.500,0.500,1.000
3.162,0.553,21.282,1.000,0.500,0.500,1.000
3.300,0.692,21.481,1.000,0.500,0.500,1.000
3.437,0.837,21.680,1.000,0.500,0.500,1.000
3.566,0.991,21.879,1.000,0.500,0.500,1.000
3.681,1.150,22.078,1.000,0.500,0.500,1.000
3.787,1.321,22.277,1.000,0.500,0.500,1.000
3.878,1.497,22.475,1.000,0.500,0.500,1.000
3.955,1.681,22.674,1.000,0.500,0.500,1.000
4.018,1.871,22.873,1.000,0.500,0.500,1.000
4.065,2.064,23.072,1.000,0.500,0.500,1.000
4.096,2.261,23.271,1.000,0.500,0.500,1.000
4.112,2.459,23.470,1.000,0.500,0.500,1.000
4.110,2.658,23.669,1.000,0.500,0.500,1.000
4.092,2.856,23.868,1.000,0.500,0.500,1.000
4.054,3.052,24.067,1.000,0.500,0.500,1.000
3.997,3.243,24.266,1.000,0.500,0.500,1.000
3.920,3.426,24.464,1.000,0.500,0.500,1.000
3.823,3.600,24.663,1.000,0.500,0.500,1.000
3.706,3.761,24.862,1.000,0.500,0.500,1.000
3.572,3.907,25.061,1.000,0.500,0.500,1.000
3.419,4.039,25.260,1.000,0.500,0.500,1.000
3.255,4.147,25.459,1.000,0.500,0.500,1.000
3.074,4.235,25.658,1.000,0.500,0.500,1.000
2.881,4.292,25.857,1.000,0.500,0.500,1.000
2.792,4.308,26.056,1.000,0.500,0.500,1.000
